idx,imdb_id,title,genres,keywords,overview,popularity,release_date,tagline,vote_average,vote_count,overview_tk,tagline_tk
114,tt0120586,American History X,['Drama'],"['usa', 'neo-nazi', 'prison', 'skinhead', 'brother brother relationship', 'rape', 'fascism', 'brother', 'basketball', 'jail', 'school', 'swastika', 'los angeles', 'family', 'hate', 'neo nazism', 'xenophobia', 'interracial friendship', 'nazism', 'prison rape']","Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",18.157166,1998-10-30,Some Legacies Must End.,8.2,3120,"['derek', 'vineyard', 'paroled', 'serving', '3', 'years', 'prison', 'killing', 'two', 'thugs', 'tried', 'break', 'into/steal', 'truck', 'brother', 'danny', 'vineyard', 'narration', 'learn', 'going', 'prison', 'derek', 'skinhead', 'leader', 'violent', 'white', 'supremacist', 'gang', 'committed', 'acts', 'racial', 'crime', 'throughout', 'l.a.', 'actions', 'greatly', 'influenced', 'danny', 'reformed', 'fresh', 'prison', 'derek', 'severs', 'contact', 'gang', 'becomes', 'determined', 'keep', 'danny', 'going', 'violent', 'path']","['legacies', 'must', 'end']"
115,tt0120735,"Lock, Stock and Two Smoking Barrels","['Comedy', 'Crime']","['ambush', 'alcohol', 'shotgun', 'tea', 'joint', 'machismo', 'cocktail', 'rifle', 'marijuana', 'cockney accent', 'pot smoking', 'hatchet', 'antique', 'cardsharp', 'anger', 'carjacking', 'piano', 'strip show', 'high stakes']",A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,4.60786,1998-03-05,A Disgrace to Criminals Everywhere.,7.5,1671,"['card', 'sharp', 'unwillingly-enlisted', 'friends', 'need', 'make', 'lot', 'cash', 'quick', 'losing', 'sketchy', 'poker', 'match', 'decide', 'pull', 'heist', 'small-time', 'gang', 'happen', 'operating', 'flat', 'next', 'door']","['disgrace', 'criminals', 'everywhere']"
116,tt0133093,The Matrix,"['Action', 'Science Fiction']","['saving the world', 'artificial intelligence', 'man vs machine', 'philosophy', 'prophecy', 'martial arts', 'self sacrifice', 'fight', 'insurgence', 'virtual reality', 'dystopia', 'truth', 'cyberpunk', 'woman director', 'messiah', 'gnosticism']","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",33.366332,1999-03-30,Welcome to the Real World.,7.9,9079,"['set', '22nd', 'century', 'matrix', 'tells', 'story', 'computer', 'hacker', 'joins', 'group', 'underground', 'insurgents', 'fighting', 'vast', 'powerful', 'computers', 'rule', 'earth']","['welcome', 'real', 'world']"
117,tt0072684,Barry Lyndon,"['Drama', 'Romance', 'War']","['palace', 'british army', 'fencing', 'epic', 'debt', 'ireland', 'british soldier', 'seven years war', 'nobility', 'prussia']","In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",14.003467,1975-12-18,At long last Redmond Barry became a gentleman - and that was his tragedy.,7.7,521,"['eighteenth', 'century', 'small', 'village', 'ireland', 'redmond', 'barry', 'young', 'farm', 'boy', 'love', 'cousin', 'nora', 'brady', 'nora', 'engages', 'british', 'captain', 'john', 'quin', 'barry', 'challenges', 'duel', 'pistols', 'wins', 'escapes', 'dublin', 'robbed', 'road', 'without', 'alternative', 'barry', 'joins', 'british', 'army', 'fight', 'seven', 'years', 'war']","['long', 'last', 'redmond', 'barry', 'became', 'gentleman', '-', 'tragedy']"
118,tt0053198,The 400 Blows,['Drama'],"['fondling', 'independent film', 'nouvelle vague', 'skipping school', 'mise en scene', 'fingerprinting', 'strict teacher', 'montmartre paris']","For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",7.268688,1959-05-04,Angel faces hell-bent for violence.,8,363,"['young', 'parisian', 'boy', 'antoine', 'doinel', 'life', 'one', 'difficult', 'situation', 'another', 'surrounded', 'inconsiderate', 'adults', 'including', 'neglectful', 'parents', 'antoine', 'spends', 'days', 'best', 'friend', 'rene', 'trying', 'plan', 'better', 'life', 'one', 'schemes', 'goes', 'awry', 'antoine', 'ends', 'trouble', 'law', 'leading', 'even', 'conflicts', 'unsympathetic', 'authority', 'figures']","['angel', 'faces', 'hell-bent', 'violence']"
119,tt0129167,The Iron Giant,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']","['cold war', 'friendship', 'giant robot', 'sitting on a toilet', 'fear of unknown', '1950s', 'laxative']","In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",15.441459,1999-08-06,It came from outer space!,7.6,1470,"['small', 'town', 'rockwell', 'maine', 'october', '1957', 'giant', 'metal', 'machine', 'befriends', 'nine-year-old', 'boy', 'ultimately', 'finds', 'humanity', 'unselfishly', 'saving', 'people', 'fears', 'prejudices']","['came', 'outer', 'space']"
120,tt0167404,The Sixth Sense,"['Mystery', 'Thriller', 'Drama']","['child abuse', 'sense of guilt', 'loss of child', 'confidence', 'psychology', 'dying and death', 'marriage crisis', 'afterlife', 'single', 'paranormal phenomena', 'cowardliness', 'child', 'spiritism']","A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",18.449169,1999-08-06,Not every gift is a blessing.,7.7,3223,"['psychological', 'thriller', 'eight', 'year', 'old', 'boy', 'named', 'cole', 'sear', 'believes', 'see', 'world', 'dead', 'child', 'psychologist', 'named', 'malcolm', 'crowe', 'comes', 'cole', 'help', 'deal', 'problem', 'learning', 'really', 'see', 'ghosts', 'dead', 'people']","['every', 'gift', 'blessing']"
121,tt0169547,American Beauty,['Drama'],"['male nudity', 'female nudity', 'adultery', 'parent child relationship', 'midlife crisis', 'coming out', 'first time', 'camcorder', 'virgin', 'nudity', 'film maker', 'estate agent', 'satire', 'loneliness', 'dark comedy', 'suburbia', 'coming of age', 'marijuana', 'exercise', 'bittersweet', 'affair']","Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",20.726578,1999-09-15,Look closer.,7.9,3438,"['lester', 'burnham', 'depressed', 'suburban', 'father', 'mid-life', 'crisis', 'decides', 'turn', 'hectic', 'life', 'around', 'developing', 'infatuation', 'daughter', 'attractive', 'friend']","['look', 'closer']"
122,tt0137523,Fight Club,['Drama'],"['support group', 'dual identity', 'nihilism', 'rage and hate', 'insomnia', 'dystopia', 'violence']","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",63.869599,1999-10-15,Mischief. Mayhem. Soap.,8.3,9678,"['ticking-time-bomb', 'insomniac', 'slippery', 'soap', 'salesman', 'channel', 'primal', 'male', 'aggression', 'shocking', 'new', 'form', 'therapy', 'concept', 'catches', 'underground', 'fight', 'clubs', 'forming', 'every', 'town', 'eccentric', 'gets', 'way', 'ignites', 'out-of-control', 'spiral', 'toward', 'oblivion']","['mischief', 'mayhem', 'soap']"
124,tt0017925,The General,"['Action', 'Adventure', 'Comedy', 'Drama']","['civil war', 'spy', 'southern usa', 'general', 'cannon', 'bridge', 'engineer', 'army', 'attack', 'train', 'silent film', 'behind enemy lines']","During America???Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.",8.002953,1926-12-31,"Buster drives ""The General"" to trainload of laughter. (Trade paper ad).",8,240,"['america', 'civil', 'war', 'union', 'spies', 'steal', 'engineer', 'johnnie', 'gray', '(', 'buster', 'keaton', ')', 'beloved', 'locomotive', 'general', 'single-handedly', 'must', 'power', 'get', 'back', 'released', 'throughout', 'world', '1927', 'silent', 'comedy-action', 'film', 'flopped', 'originally', 'released', 'regarded', 'one', 'great', 'american', 'motion', 'pictures', 'story', 'based', 'actual', 'historic', 'events']","['buster', 'drives', 'general', 'trainload', 'laughter', '(', 'trade', 'paper', 'ad', ')']"
126,tt0040522,Bicycle Thieves,['Drama'],"['rome', 'italian', 'riding a bicycle', 'society', 'poster', 'job', 'thief', 'search', 'stolen bicycle', 'madame', 'unemployment', 'realism']","Antonio, an unemployed man in the depressed post-WWII economy of Italy, at last finds a good job hanging up posters, the only requirement for which is that he must have his own bicycle. When Antonio's bicycle is stolen, he and his son are forced to walk the streets of Rome in search of it, or else face ruin.",13.233136,1948-11-24,A man and his son search for a stolen bicycle vital for his job.,8,404,"['antonio', 'unemployed', 'man', 'depressed', 'post-wwii', 'economy', 'italy', 'last', 'finds', 'good', 'job', 'hanging', 'posters', 'requirement', 'must', 'bicycle', 'antonio', 'bicycle', 'stolen', 'son', 'forced', 'walk', 'streets', 'rome', 'search', 'else', 'face', 'ruin']","['man', 'son', 'search', 'stolen', 'bicycle', 'vital', 'job']"
127,tt0032551,The Grapes of Wrath,['Drama'],"['california', 'capitalism', 'home', 'ex-detainee', 'oklahoma', 'farm', 'great depression', 'jail', 'pregnant woman', 'road movie']","Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncles farm, and joins them the next day as they head for California and a new life... Hopefully.",9.668636,1940-03-15,The most discussed book in years - now comes to the screen to become the most discussed picture in ages,7.8,211,"['tom', 'joad', 'returns', 'home', 'jail', 'sentence', 'find', 'family', 'kicked', 'farm', 'due', 'foreclosure', 'catches', 'uncles', 'farm', 'joins', 'next', 'day', 'head', 'california', 'new', 'life', '...', 'hopefully']","['discussed', 'book', 'years', '-', 'comes', 'screen', 'become', 'discussed', 'picture', 'ages']"
128,tt0120689,The Green Mile,"['Fantasy', 'Drama', 'Crime']","['southern usa', 'black people', 'mentally disabled', 'based on novel', 'heal', 'death row', 'jail guard', 'great depression', 'prison guard', 'electric chair', 'magic realism', 'healing', 'death row inmate', '1930s']","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",19.96678,1999-12-10,Miracles do happen.,8.2,4166,"['supernatural', 'tale', 'set', 'death', 'row', 'southern', 'prison', 'gentle', 'giant', 'john', 'coffey', 'possesses', 'mysterious', 'power', 'heal', 'people', 'ailments', 'cellblock', 'head', 'guard', 'paul', 'edgecomb', 'recognizes', 'coffey', 'miraculous', 'gift', 'tries', 'desperately', 'help', 'stave', 'condemned', 'man', 'execution']","['miracles', 'happen']"
129,tt0021749,City Lights,"['Comedy', 'Drama', 'Romance']","['suicide attempt', 'operation', 'blindness and impaired vision', ""love of one's life"", 'eye operation', 'flower shop', 'flower girl', 'tramp', 'love', 'millionaire', 'blind girl', 'little tramp']",City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl. The film was a great success and today is deemed a cult classic.,10.891524,1931-01-30,True Blind Love,8.2,444,"['city', 'lights', 'first', 'silent', 'film', 'charlie', 'chaplin', 'directed', 'established', 'sound', 'accompanied', 'films', 'film', 'penniless', 'man', 'falls', 'love', 'flower', 'girl', 'film', 'great', 'success', 'today', 'deemed', 'cult', 'classic']","['true', 'blind', 'love']"
130,tt0012349,The Kid,"['Comedy', 'Drama']","['angel', 'suicide attempt', 'fistfight', 'slapstick', 'class differences', 'rich poor', 'foundling', 'dream sequence', 'semi autobiographical', 'auto theft', 'little tramp', 'illegitimate son', 'smashing a window', 'abandoned']","Considered one of Charlie Chaplin's best films, The Kid also made a star of little Jackie Coogan, who plays a boy cared for by The Tramp when he's abandoned by his mother, Edna. Later, Edna has a change of heart and aches to be reunited with her son. When she finds him and wrests him from The Tramp, it makes for what turns out be one of the most heart-wrenching scenes ever included in a comedy.",8.168456,1921-01-21,6 reels of Joy.,8,404,"['considered', 'one', 'charlie', 'chaplin', 'best', 'films', 'kid', 'also', 'made', 'star', 'little', 'jackie', 'coogan', 'plays', 'boy', 'cared', 'tramp', 'abandoned', 'mother', 'edna', 'later', 'edna', 'change', 'heart', 'aches', 'reunited', 'son', 'finds', 'wrests', 'tramp', 'makes', 'turns', 'one', 'heart-wrenching', 'scenes', 'ever', 'included', 'comedy']","['6', 'reels', 'joy']"
131,tt0036775,Double Indemnity,"['Drama', 'Mystery', 'Thriller']","['suicide', 'insurance salesman', 'insurance fraud', 'step daughter', 'train accident', 'marriage', 'femme fatale', 'murder', 'double cross', 'classic noir', 'film noir']","Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings, the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.",6.49432,1944-04-24,From the Moment they met it was Murder!,8,425,"['unsuspecting', 'mr.', 'dietrichson', 'becomes', 'increasingly', 'accident', 'prone', 'icily', 'calculating', 'wife', 'encourages', 'sign', 'double', 'indemnity', 'policy', 'proposed', 'smooth-talking', 'insurance', 'agent', 'backdrop', 'distinctly', 'california', 'settings', 'partners', 'crime', 'plan', 'perfect', 'murder', 'collect', 'insurance', 'perfect', 'claims', 'manager', 'gets', 'familiar', 'feeling', 'foul', 'play', 'pursues', 'matter', 'relentlessly']","['moment', 'met', 'murder']"
132,tt0027977,Modern Times,"['Drama', 'Comedy']","['factory', 'ambulance', 'invention', 'tramp', 'great depression', 'industrial revolution', 'slapstick', 'machine', 'pardon', 'guilty']",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.159556,1936-02-05,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",8.1,881,"['tramp', 'struggles', 'live', 'modern', 'industrial', 'society', 'help', 'young', 'homeless', 'woman']","['stands', 'alone', 'greatest', 'entertainer', 'modern', 'times', 'one', 'earth', 'make', 'laugh', 'heartily', 'touch', 'heart', 'deeply', 'whole', 'world', 'laughs', 'cries', 'thrills', 'priceless', 'genius']"
133,tt0071411,Dersu Uzala,"['Action', 'Adventure', 'Drama']","['map', 'hermit', 'exploration', 'sibiria', 'getting lost', 'friendship', 'trapper', 'stadt', 'russian soldier', 'nature', 'siberia']","A military explorer meets and befriends a Goldi man in Russia???unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",4.713259,1975-08-02,Kurosawa's Academy Award Winning Masterpiece,8,90,"['military', 'explorer', 'meets', 'befriends', 'goldi', 'man', 'russia', 'unmapped', 'forests', 'deep', 'abiding', 'bond', 'evolves', 'two', 'men', 'one', 'civilized', 'usual', 'sense', 'home', 'glacial', 'siberian', 'woods']","['kurosawa', 'academy', 'award', 'winning', 'masterpiece']"
134,tt0074958,Network,['Drama'],"['corruption', 'sex', 'adultery', 'television', 'profit', 'nudity', 'power', 'tv ratings', 'murder', 'corporate', 'reporter', 'co-worker', 'meeting', 'news', 'fired', 'network', 'anchor', 'structure', 'rant']",A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,13.180457,1976-11-01,Not since the dawn of time has America experienced a man like Howard Beale!,7.8,391,"['tv', 'network', 'cynically', 'exploits', 'deranged', 'ex-tv', 'anchor', 'ravings', 'revelations', 'media', 'profit']","['since', 'dawn', 'time', 'america', 'experienced', 'man', 'like', 'howard', 'beale']"
135,tt0172495,Gladiator,"['Action', 'Drama', 'Adventure']","['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']","In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,2000-05-01,A Hero Will Rise.,7.9,5566,"['year', '180', 'death', 'emperor', 'marcus', 'aurelius', 'throws', 'roman', 'empire', 'chaos', 'maximus', 'one', 'roman', 'army', 'capable', 'trusted', 'generals', 'key', 'advisor', 'emperor', 'marcus', ""'"", 'devious', 'son', 'commodus', 'ascends', 'throne', 'maximus', 'set', 'executed', 'escapes', 'captured', 'slave', 'traders', 'renamed', 'spaniard', 'forced', 'become', 'gladiator', 'maximus', 'must', 'battle', 'death', 'men', 'amusement', 'paying', 'audiences', 'battle', 'skills', 'serve', 'well', 'becomes', 'one', 'famous', 'admired', 'men', 'fight', 'colosseum', 'determined', 'avenge', 'man', 'took', 'away', 'freedom', 'laid', 'waste', 'family', 'maximus', 'believes', 'use', 'fame', 'skill', 'ring', 'avenge', 'loss', 'family', 'former', 'glory', 'gladiator', 'begins', 'challenge', 'rule', 'commodus', 'decides', 'put', 'fighting', 'mettle', 'test', 'squaring', 'maximus', 'battle', 'death']","['hero', 'rise']"
136,tt0015864,The Gold Rush,"['Adventure', 'Comedy', 'Drama']","['river', 'gold', 'dance', 'worker', 'cabin', 'gold rush', 'thanksgiving', 'love', 'alaska', 'klondike', 'little tramp', 'dance hall']",A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,6.202041,1925-06-25,The World's Greatest Laughing Picture!,7.7,308,"['lone', 'prospector', 'ventures', 'alaska', 'looking', 'gold', 'gets', 'mixed', 'burly', 'characters', 'falls', 'love', 'beautiful', 'georgia', 'tries', 'win', 'heart', 'singular', 'charm']","['world', 'greatest', 'laughing', 'picture']"
137,tt0059578,For a Few Dollars More,['Western'],"['bounty hunter', 'rural setting', 'pot smoking', 'beard', 'death', 'mustache', 'spaghetti western', 'sombrero', 'right hand man', 'sidekick', 'piano']","Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",13.295342,1965-12-18,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!",7.8,988,"['two', 'bounty', 'hunters', 'pursuit', 'el', 'indio', 'one', 'wanted', 'fugitives', 'western', 'territories', 'gang']","['man', 'name', 'back', 'man', 'black', 'waiting', 'walking', 'arsenal', '-', 'uncoils', 'strikes', 'kills']"
138,tt0180093,Requiem for a Dream,"['Crime', 'Drama']","['drug addiction', 'junkie', 'heroin', 'speed', 'diet', 'unsociability', 'illegal prostitution']",The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,6.874828,2000-10-27,,7.9,2525,"['hopes', 'dreams', 'four', 'ambitious', 'people', 'shattered', 'drug', 'addictions', 'begin', 'spiraling', 'control', 'look', 'addiction', 'overcomes', 'mind', 'body']",[]
139,tt0208092,Snatch,"['Thriller', 'Crime']","['gypsy', 'bare knuckle boxing', 'slang', 'trailer park', 'pig', 'sport', 'receiving of stolen goods', 'cockney accent', 'diamond', 'pikey']","The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film ??촲ck, Stock and Two Smoking Barrels.??There are two overlapping stories here ??one is the search for a stolen diamond, and the other about a boxing promoter who???having trouble with a psychotic gangster.",14.014025,2000-09-01,Stealin' Stones and Breakin' Bones.,7.7,2953,"['second', 'film', 'british', 'director', 'guy', 'ritchie', 'snatch', 'tells', 'obscure', 'story', 'similar', 'first', 'fast-paced', 'crazy', 'character-colliding', 'filled', 'film', '?촲ck', 'stock', 'two', 'smoking', 'barrels.', 'two', 'overlapping', 'stories', 'one', 'search', 'stolen', 'diamond', 'boxing', 'promoter', 'trouble', 'psychotic', 'gangster']","['stealin', 'stones', 'breakin', 'bones']"
140,tt0209144,Memento,"['Mystery', 'Thriller']","['individual', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurance salesman', 'revenge', 'memory loss', 'polaroid', 'flashback', 'neo-noir']","Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",15.450789,2000-10-11,Some memories are best forgotten.,8.1,4168,"['suffering', 'short-term', 'memory', 'loss', 'head', 'injury', 'leonard', 'shelby', 'embarks', 'grim', 'quest', 'find', 'lowlife', 'murdered', 'wife', 'gritty', 'complex', 'thriller', 'packs', 'knots', 'hangman', 'noose', 'carry', 'plan', 'shelby', 'snaps', 'polaroids', 'people', 'places', 'jotting', 'contextual', 'notes', 'backs', 'photos', 'aid', 'search', 'jog', 'memory', 'even', 'tattoos', 'body', 'desperate', 'bid', 'remember']","['memories', 'best', 'forgotten']"
141,tt0245712,Amores perros,"['Drama', 'Thriller']","['homeless person', 'mexico city', 'daughter', 'secret love', 'dogfight', 'money', 'dog', 'nonlinear timeline', 'multiple storylines', 'new mexican cinema']",Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,5.958138,2000-06-16,Love. Betrayal. Death.,7.6,537,"['three', 'different', 'people', 'mexico', 'city', 'catapulted', 'dramatic', 'unforeseen', 'circumstances', 'wake', 'terrible', 'car', 'crash', ':', 'young', 'punk', 'stumbles', 'sinister', 'underground', 'world', 'dog', 'fighting', ';', 'injured', 'supermodel', 'designer', 'pooch', 'disappears', 'apartment', 'floorboards', ';', 'ex-radical', 'turned', 'hit', 'man', 'rescues', 'gunshot', 'rotweiler']","['love', 'betrayal', 'death']"
142,tt0086250,Scarface,"['Action', 'Crime', 'Drama', 'Thriller']","['miami', 'corruption', 'capitalism', 'cuba', 'prohibition', 'brother sister relationship', 'loss of sister', 'cocaine', 'cult film', 'bitterness']","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,1983-12-08,The world is yours...,8,3017,"['getting', 'green', 'card', 'exchange', 'assassinating', 'cuban', 'government', 'official', 'tony', 'montana', 'stakes', 'claim', 'drug', 'trade', 'miami', 'viciously', 'murdering', 'anyone', 'stands', 'way', 'tony', 'eventually', 'becomes', 'biggest', 'drug', 'lord', 'state', 'controlling', 'nearly', 'cocaine', 'comes', 'miami', 'increased', 'pressure', 'police', 'wars', 'colombian', 'drug', 'cartels', 'drug-fueled', 'paranoia', 'serve', 'fuel', 'flames', 'eventual', 'downfall']",['world']
143,tt0198781,"Monsters, Inc.","['Animation', 'Comedy', 'Family']","['monster', 'infant', 'energy supply', 'company', 'rivalry', 'hijinks', 'best friend', 'scream', 'conveyor belt', 'energy company', 'friend']","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",26.419962,2001-11-01,We Scare Because We Care.,7.5,6150,"['james', 'sullivan', 'mike', 'wazowski', 'monsters', 'earn', 'living', 'scaring', 'children', 'best', 'business', '...', 'even', 'though', ""'re"", 'afraid', 'children', 'child', 'accidentally', 'enters', 'world', 'james', 'mike', 'suddenly', 'find', 'kids', 'afraid', 'uncover', 'conspiracy', 'could', 'threaten', 'children', 'across', 'world']","['scare', 'care']"
144,tt0211915,Amelie,"['Comedy', 'Romance']","['paris', 'love triangle', 'ghost train', 'sex-shop', 'shyness', 'montmartre', 'daughter', 'garden gnome', 'journey round the world', 'photography']","At a tiny Parisian caf梨? the adorable yet painfully shy Am梨뷿ie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",12.879381,2001-04-25,One person can change your life forever.,7.8,3403,"['tiny', 'parisian', 'adorable', 'yet', 'painfully', 'shy', 'am梨뷿ie', '(', 'audrey', 'tautou', ')', 'accidentally', 'discovers', 'gift', 'helping', 'others', 'soon', 'amelie', 'spending', 'days', 'matchmaker', 'guardian', 'angel', 'all-around', 'do-gooder', 'bumps', 'handsome', 'stranger', 'find', 'courage', 'become', 'star', 'love', 'story']","['one', 'person', 'change', 'life', 'forever']"
145,tt0120737,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']","['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountain', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",32.070725,2001-12-18,One ring to rule them all,8,8892,"['young', 'hobbit', 'frodo', 'baggins', 'inheriting', 'mysterious', 'ring', 'uncle', 'bilbo', 'must', 'leave', 'home', 'order', 'keep', 'falling', 'hands', 'evil', 'creator', 'along', 'way', 'fellowship', 'formed', 'protect', 'ringbearer', 'make', 'sure', 'ring', 'arrives', 'final', 'destination', ':', 'mt', 'doom', 'place', 'destroyed']","['one', 'ring', 'rule']"
